full_date,product_id,product_name,store_name,total_orders,total_quantity,total_sales
1/20/2020,21,Electra Cruiser 1 (24-Inch) - 2016,Baldwin Bikes,1,2,485.98
1/20/2020,24,Electra Townie Original 21D - 2016,Baldwin Bikes,1,2,1044.98
1/20/2020,26,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,1,569.99
1/21/2020,7,Trek Slash 8 27.5 - 2016,Baldwin Bikes,1,1,3599.99
1/21/2020,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Baldwin Bikes,1,2,557.98
1/22/2020,5,Heller Shagamaw Frame - 2016,Baldwin Bikes,1,1,1056.79
1/22/2020,8,Trek Remedy 29 Carbon Frameset - 2016,Baldwin Bikes,1,2,3347.98
1/22/2020,10,Surly Straggler - 2016,Baldwin Bikes,1,2,2788.2
1/22/2020,17,Pure Cycles Vine 8-Speed - 2016,Baldwin Bikes,1,2,686.4
1/22/2020,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Baldwin Bikes,1,1,426.55
1/22/2020,20,Electra Townie Original 7D EQ - Women's - 2016,Baldwin Bikes,1,2,1139.98
1/22/2020,21,Electra Cruiser 1 (24-Inch) - 2016,Baldwin Bikes,1,2,502.18
1/22/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,1,251.09
1/25/2020,3,Surly Wednesday Frameset - 2016,Baldwin Bikes,1,2,1899.98
1/25/2020,7,Trek Slash 8 27.5 - 2016,Baldwin Bikes,1,2,7599.98
1/25/2020,10,Surly Straggler - 2016,Baldwin Bikes,1,2,2788.2
1/25/2020,15,Electra Moto 1 - 2016,Baldwin Bikes,1,1,476.99
1/25/2020,16,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,2,4,2099.96
1/25/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,2,431.98
1/25/2020,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Baldwin Bikes,1,1,278.99
1/25/2020,24,Electra Townie Original 21D - 2016,Baldwin Bikes,1,1,511.49
1/25/2020,25,Electra Townie Original 7D - 2015/2016,Baldwin Bikes,1,1,399.99
1/27/2020,5,Heller Shagamaw Frame - 2016,Baldwin Bikes,1,1,1188.89
1/27/2020,12,Electra Townie Original 21D - 2016,Baldwin Bikes,1,2,1044.98
1/27/2020,13,Electra Cruiser 1 (24-Inch) - 2016,Baldwin Bikes,1,2,485.98
1/27/2020,19,Pure Cycles William 3-Speed - 2016,Baldwin Bikes,2,3,1144.95
1/27/2020,26,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,2,959.98
1/28/2020,4,Trek Fuel EX 8 29 - 2016,Baldwin Bikes,1,2,4639.98
1/28/2020,7,Trek Slash 8 27.5 - 2016,Baldwin Bikes,1,1,3599.99
1/28/2020,16,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,1,569.99
1/28/2020,21,Electra Cruiser 1 (24-Inch) - 2016,Baldwin Bikes,1,2,512.98
1/28/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,1,251.09
1/29/2020,6,Surly Ice Cream Truck Frameset - 2016,Baldwin Bikes,1,1,446.49
1/29/2020,13,Electra Cruiser 1 (24-Inch) - 2016,Baldwin Bikes,1,1,215.99
1/29/2020,15,Electra Moto 1 - 2016,Baldwin Bikes,1,1,476.99
1/29/2020,17,Pure Cycles Vine 8-Speed - 2016,Baldwin Bikes,1,1,386.1
1/29/2020,25,Electra Townie Original 7D - 2015/2016,Baldwin Bikes,1,2,929.98
1/30/2020,4,Trek Fuel EX 8 29 - 2016,Baldwin Bikes,1,1,2319.99
1/30/2020,5,Heller Shagamaw Frame - 2016,Baldwin Bikes,1,2,2377.78
1/30/2020,11,Surly Straggler 650b - 2016,Baldwin Bikes,1,1,1512.89
1/30/2020,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,2,502.18
1/31/2020,3,Surly Wednesday Frameset - 2016,Baldwin Bikes,1,1,949.99
1/31/2020,13,Electra Cruiser 1 (24-Inch) - 2016,Baldwin Bikes,2,4,934.16
1/31/2020,26,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,2,1115.98
2/1/2020,13,Electra Cruiser 1 (24-Inch) - 2016,Baldwin Bikes,1,1,256.49
2/1/2020,20,Electra Townie Original 7D EQ - Women's - 2016,Baldwin Bikes,1,1,569.99
2/1/2020,26,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,2,959.98
2/3/2020,8,Trek Remedy 29 Carbon Frameset - 2016,Baldwin Bikes,1,2,2879.98
2/3/2020,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,2,431.98
2/3/2020,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Baldwin Bikes,1,2,569.98
2/3/2020,25,Electra Townie Original 7D - 2015/2016,Baldwin Bikes,1,2,899.98
2/4/2020,3,Surly Wednesday Frameset - 2016,Baldwin Bikes,1,1,799.99
2/4/2020,13,Electra Cruiser 1 (24-Inch) - 2016,Baldwin Bikes,1,1,251.09
2/4/2020,15,Electra Moto 1 - 2016,Baldwin Bikes,1,2,847.98
2/4/2020,19,Pure Cycles William 3-Speed - 2016,Baldwin Bikes,1,2,718.4
2/4/2020,20,Electra Townie Original 7D EQ - Women's - 2016,Baldwin Bikes,1,2,1115.98
2/4/2020,21,Electra Cruiser 1 (24-Inch) - 2016,Baldwin Bikes,1,1,256.49
2/4/2020,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Baldwin Bikes,1,2,539.98
2/4/2020,25,Electra Townie Original 7D - 2015/2016,Baldwin Bikes,1,2,799.98
2/4/2020,26,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,2,959.98
2/5/2020,2,Ritchey Timberwolf Frameset - 2016,Baldwin Bikes,1,1,674.99
2/5/2020,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,2,512.98
2/5/2020,17,Pure Cycles Vine 8-Speed - 2016,Baldwin Bikes,1,2,772.2
2/5/2020,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Baldwin Bikes,1,1,417.57
2/5/2020,21,Electra Cruiser 1 (24-Inch) - 2016,Baldwin Bikes,1,1,256.49
2/5/2020,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Baldwin Bikes,1,1,269.99
2/6/2020,5,Heller Shagamaw Frame - 2016,Baldwin Bikes,1,2,2113.58
2/6/2020,15,Electra Moto 1 - 2016,Baldwin Bikes,1,2,1006.98
2/6/2020,25,Electra Townie Original 7D - 2015/2016,Baldwin Bikes,1,1,449.99
2/7/2020,3,Surly Wednesday Frameset - 2016,Baldwin Bikes,1,1,899.99
2/7/2020,19,Pure Cycles William 3-Speed - 2016,Baldwin Bikes,1,2,853.1
2/7/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,2,431.98
2/7/2020,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Baldwin Bikes,1,2,479.98
2/7/2020,24,Electra Townie Original 21D - 2016,Baldwin Bikes,1,2,989.98
2/7/2020,25,Electra Townie Original 7D - 2015/2016,Baldwin Bikes,2,4,1799.96
2/8/2020,12,Electra Townie Original 21D - 2016,Baldwin Bikes,1,1,494.99
2/9/2020,2,Ritchey Timberwolf Frameset - 2016,Baldwin Bikes,1,1,599.99
2/9/2020,12,Electra Townie Original 21D - 2016,Baldwin Bikes,1,1,511.49
2/9/2020,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Baldwin Bikes,1,1,278.99
2/10/2020,5,Heller Shagamaw Frame - 2016,Baldwin Bikes,1,1,1056.79
2/10/2020,10,Surly Straggler - 2016,Baldwin Bikes,1,1,1471.55
2/10/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,2,485.98
2/11/2020,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Baldwin Bikes,1,1,404.1
2/11/2020,24,Electra Townie Original 21D - 2016,Baldwin Bikes,1,1,439.99
2/11/2020,26,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,2,1139.98
2/12/2020,3,Surly Wednesday Frameset - 2016,Baldwin Bikes,1,2,1859.98
2/12/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,1,251.09
2/12/2020,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Baldwin Bikes,1,2,479.98
2/12/2020,25,Electra Townie Original 7D - 2015/2016,Baldwin Bikes,1,1,464.99
2/12/2020,26,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,2,1139.98
2/13/2020,6,Surly Ice Cream Truck Frameset - 2016,Baldwin Bikes,1,1,437.09
2/13/2020,16,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,2,1139.98
2/14/2020,3,Surly Wednesday Frameset - 2016,Baldwin Bikes,1,1,899.99
2/14/2020,7,Trek Slash 8 27.5 - 2016,Baldwin Bikes,1,2,7439.98
2/14/2020,15,Electra Moto 1 - 2016,Baldwin Bikes,1,1,423.99
2/16/2020,5,Heller Shagamaw Frame - 2016,Baldwin Bikes,1,1,1228.52
2/16/2020,11,Surly Straggler 650b - 2016,Baldwin Bikes,1,2,3025.78
2/16/2020,12,Electra Townie Original 21D - 2016,Baldwin Bikes,1,1,522.49
2/16/2020,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,2,485.98
2/16/2020,17,Pure Cycles Vine 8-Speed - 2016,Baldwin Bikes,1,1,398.97
2/16/2020,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Baldwin Bikes,1,2,808.2
2/16/2020,19,Pure Cycles William 3-Speed - 2016,Baldwin Bikes,1,1,359.2
2/17/2020,10,Surly Straggler - 2016,Baldwin Bikes,1,2,2478.4
2/17/2020,17,Pure Cycles Vine 8-Speed - 2016,Baldwin Bikes,1,1,343.2
2/17/2020,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Baldwin Bikes,1,2,569.98
2/17/2020,24,Electra Townie Original 21D - 2016,Baldwin Bikes,1,1,494.99
2/17/2020,25,Electra Townie Original 7D - 2015/2016,Baldwin Bikes,1,2,949.98
2/17/2020,26,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,1,539.99
2/18/2020,11,Surly Straggler 650b - 2016,Baldwin Bikes,1,2,2689.58
2/18/2020,25,Electra Townie Original 7D - 2015/2016,Baldwin Bikes,1,2,899.98
2/20/2020,4,Trek Fuel EX 8 29 - 2016,Baldwin Bikes,1,2,5509.98
2/20/2020,15,Electra Moto 1 - 2016,Baldwin Bikes,1,2,985.78
2/20/2020,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Baldwin Bikes,1,1,417.57
2/20/2020,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Baldwin Bikes,1,2,557.98
2/21/2020,7,Trek Slash 8 27.5 - 2016,Baldwin Bikes,1,1,3599.99
2/21/2020,8,Trek Remedy 29 Carbon Frameset - 2016,Baldwin Bikes,1,2,3239.98
2/21/2020,9,Trek Conduit+ - 2016,Baldwin Bikes,1,2,5399.98
2/21/2020,10,Surly Straggler - 2016,Baldwin Bikes,1,1,1440.57
2/21/2020,15,Electra Moto 1 - 2016,Baldwin Bikes,1,1,476.99
2/21/2020,20,Electra Townie Original 7D EQ - Women's - 2016,Baldwin Bikes,1,2,959.98
2/21/2020,21,Electra Cruiser 1 (24-Inch) - 2016,Baldwin Bikes,1,2,431.98
2/21/2020,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Baldwin Bikes,2,4,1097.96
2/23/2020,3,Surly Wednesday Frameset - 2016,Baldwin Bikes,1,1,899.99
2/23/2020,6,Surly Ice Cream Truck Frameset - 2016,Baldwin Bikes,1,1,437.09
2/25/2020,8,Trek Remedy 29 Carbon Frameset - 2016,Baldwin Bikes,1,1,1619.99
2/27/2020,8,Trek Remedy 29 Carbon Frameset - 2016,Baldwin Bikes,1,2,2879.98
2/27/2020,10,Surly Straggler - 2016,Baldwin Bikes,1,2,2478.4
2/27/2020,19,Pure Cycles William 3-Speed - 2016,Baldwin Bikes,1,1,404.1
2/27/2020,20,Electra Townie Original 7D EQ - Women's - 2016,Baldwin Bikes,1,2,1139.98
2/27/2020,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Baldwin Bikes,1,1,284.99
2/27/2020,26,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,1,539.99
2/28/2020,2,Ritchey Timberwolf Frameset - 2016,Baldwin Bikes,2,2,1297.48
2/28/2020,6,Surly Ice Cream Truck Frameset - 2016,Baldwin Bikes,1,2,751.98
2/28/2020,19,Pure Cycles William 3-Speed - 2016,Baldwin Bikes,2,2,821.67
2/28/2020,20,Electra Townie Original 7D EQ - Women's - 2016,Baldwin Bikes,1,2,959.98
2/28/2020,21,Electra Cruiser 1 (24-Inch) - 2016,Baldwin Bikes,1,1,242.99
2/28/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,2,431.98
3/1/2020,7,Trek Slash 8 27.5 - 2016,Baldwin Bikes,1,2,6399.98
3/1/2020,11,Surly Straggler 650b - 2016,Baldwin Bikes,1,2,3025.78
3/1/2020,12,Electra Townie Original 21D - 2016,Baldwin Bikes,1,2,1044.98
3/1/2020,16,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,2,959.98
3/1/2020,24,Electra Townie Original 21D - 2016,Baldwin Bikes,1,2,989.98
3/2/2020,15,Electra Moto 1 - 2016,Baldwin Bikes,1,1,503.49
3/2/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,1,251.09
3/3/2020,3,Surly Wednesday Frameset - 2016,Baldwin Bikes,1,1,949.99
3/3/2020,9,Trek Conduit+ - 2016,Baldwin Bikes,1,1,2849.99
3/3/2020,11,Surly Straggler 650b - 2016,Baldwin Bikes,1,2,2689.58
3/3/2020,19,Pure Cycles William 3-Speed - 2016,Baldwin Bikes,1,2,808.2
3/3/2020,26,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,1,569.99
3/6/2020,6,Surly Ice Cream Truck Frameset - 2016,Baldwin Bikes,1,1,437.09
3/6/2020,11,Surly Straggler 650b - 2016,Baldwin Bikes,1,1,1512.89
3/6/2020,16,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,2,1139.98
3/6/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,2,4,988.16
3/7/2020,12,Electra Townie Original 21D - 2016,Baldwin Bikes,1,2,1022.98
3/7/2020,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,1,242.99
3/8/2020,2,Ritchey Timberwolf Frameset - 2016,Baldwin Bikes,1,1,697.49
3/8/2020,5,Heller Shagamaw Frame - 2016,Baldwin Bikes,2,3,3170.37
3/8/2020,6,Surly Ice Cream Truck Frameset - 2016,Baldwin Bikes,1,1,437.09
3/8/2020,12,Electra Townie Original 21D - 2016,Baldwin Bikes,2,3,1545.47
3/8/2020,13,Electra Cruiser 1 (24-Inch) - 2016,Baldwin Bikes,1,2,485.98
3/8/2020,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Baldwin Bikes,2,3,719.97
3/8/2020,24,Electra Townie Original 21D - 2016,Baldwin Bikes,2,4,2034.96
3/8/2020,25,Electra Townie Original 7D - 2015/2016,Baldwin Bikes,1,2,929.98
3/9/2020,19,Pure Cycles William 3-Speed - 2016,Baldwin Bikes,1,1,404.1
3/9/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,1,215.99
3/10/2020,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,1,215.99
3/10/2020,19,Pure Cycles William 3-Speed - 2016,Baldwin Bikes,1,1,426.55
3/10/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,2,431.98
3/10/2020,26,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,2,2,1139.98
3/12/2020,25,Electra Townie Original 7D - 2015/2016,Baldwin Bikes,1,1,474.99
3/14/2020,2,Ritchey Timberwolf Frameset - 2016,Baldwin Bikes,1,2,1424.98
3/14/2020,4,Trek Fuel EX 8 29 - 2016,Baldwin Bikes,1,2,5219.98
3/14/2020,5,Heller Shagamaw Frame - 2016,Baldwin Bikes,1,1,1056.79
3/14/2020,6,Surly Ice Cream Truck Frameset - 2016,Baldwin Bikes,1,2,892.98
3/14/2020,10,Surly Straggler - 2016,Baldwin Bikes,1,2,2943.1
3/14/2020,13,Electra Cruiser 1 (24-Inch) - 2016,Baldwin Bikes,1,2,512.98
3/14/2020,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,2,485.98
3/14/2020,16,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,2,3,1499.97
3/14/2020,17,Pure Cycles Vine 8-Speed - 2016,Baldwin Bikes,1,1,407.55
3/14/2020,24,Electra Townie Original 21D - 2016,Baldwin Bikes,1,2,1022.98
3/15/2020,12,Electra Townie Original 21D - 2016,Baldwin Bikes,1,2,989.98
3/16/2020,9,Trek Conduit+ - 2016,Baldwin Bikes,1,2,5699.98
3/16/2020,17,Pure Cycles Vine 8-Speed - 2016,Baldwin Bikes,1,1,386.1
3/18/2020,3,Surly Wednesday Frameset - 2016,Baldwin Bikes,1,2,1599.98
3/18/2020,4,Trek Fuel EX 8 29 - 2016,Baldwin Bikes,1,2,4639.98
3/18/2020,16,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,2,1079.98
3/18/2020,24,Electra Townie Original 21D - 2016,Baldwin Bikes,1,2,989.98
3/19/2020,5,Heller Shagamaw Frame - 2016,Baldwin Bikes,1,2,2457.04
3/19/2020,9,Trek Conduit+ - 2016,Baldwin Bikes,1,1,2699.99
3/19/2020,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Baldwin Bikes,1,1,404.1
3/19/2020,26,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,1,569.99
3/20/2020,2,Ritchey Timberwolf Frameset - 2016,Baldwin Bikes,1,2,1394.98
3/20/2020,13,Electra Cruiser 1 (24-Inch) - 2016,Baldwin Bikes,1,2,512.98
3/20/2020,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Baldwin Bikes,1,2,835.14
3/20/2020,19,Pure Cycles William 3-Speed - 2016,Baldwin Bikes,1,2,808.2
3/20/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,1,215.99
3/21/2020,2,Ritchey Timberwolf Frameset - 2016,Baldwin Bikes,1,1,712.49
3/21/2020,5,Heller Shagamaw Frame - 2016,Baldwin Bikes,1,2,2509.88
3/21/2020,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Baldwin Bikes,1,2,853.1
3/21/2020,25,Electra Townie Original 7D - 2015/2016,Baldwin Bikes,1,1,399.99
3/23/2020,3,Surly Wednesday Frameset - 2016,Baldwin Bikes,2,2,1879.98
3/23/2020,6,Surly Ice Cream Truck Frameset - 2016,Baldwin Bikes,1,1,375.99
3/23/2020,12,Electra Townie Original 21D - 2016,Baldwin Bikes,1,2,879.98
3/23/2020,15,Electra Moto 1 - 2016,Baldwin Bikes,1,1,423.99
3/23/2020,16,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,2,1079.98
3/23/2020,19,Pure Cycles William 3-Speed - 2016,Baldwin Bikes,1,2,835.14
3/23/2020,21,Electra Cruiser 1 (24-Inch) - 2016,Baldwin Bikes,1,1,215.99
3/23/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,1,242.99
3/23/2020,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Baldwin Bikes,1,1,278.99
3/25/2020,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Baldwin Bikes,1,1,359.2
3/26/2020,6,Surly Ice Cream Truck Frameset - 2016,Baldwin Bikes,1,1,375.99
3/26/2020,8,Trek Remedy 29 Carbon Frameset - 2016,Baldwin Bikes,1,2,3419.98
3/27/2020,9,Trek Conduit+ - 2016,Baldwin Bikes,1,2,5399.98
3/27/2020,11,Surly Straggler 650b - 2016,Baldwin Bikes,1,1,1344.79
3/28/2020,12,Electra Townie Original 21D - 2016,Baldwin Bikes,1,2,1022.98
3/28/2020,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,1,256.49
3/28/2020,21,Electra Cruiser 1 (24-Inch) - 2016,Baldwin Bikes,1,2,502.18
3/28/2020,26,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,2,959.98
3/29/2020,6,Surly Ice Cream Truck Frameset - 2016,Baldwin Bikes,1,2,751.98
3/29/2020,16,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,2,1115.98
3/29/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,2,431.98
3/30/2020,8,Trek Remedy 29 Carbon Frameset - 2016,Baldwin Bikes,1,1,1673.99
3/30/2020,15,Electra Moto 1 - 2016,Baldwin Bikes,1,2,1006.98
3/30/2020,16,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,1,557.99
4/2/2020,8,Trek Remedy 29 Carbon Frameset - 2016,Baldwin Bikes,1,1,1619.99
4/4/2020,7,Trek Slash 8 27.5 - 2016,Baldwin Bikes,1,2,7599.98
4/4/2020,11,Surly Straggler 650b - 2016,Baldwin Bikes,1,1,1596.94
4/4/2020,15,Electra Moto 1 - 2016,Baldwin Bikes,1,2,985.78
4/4/2020,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Baldwin Bikes,1,2,808.2
4/4/2020,21,Electra Cruiser 1 (24-Inch) - 2016,Baldwin Bikes,1,1,251.09
4/4/2020,22,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,1,256.49
4/4/2020,24,Electra Townie Original 21D - 2016,Baldwin Bikes,1,2,1022.98
4/6/2020,12,Electra Townie Original 21D - 2016,Baldwin Bikes,1,1,494.99
4/6/2020,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Baldwin Bikes,1,1,359.2
4/7/2020,4,Trek Fuel EX 8 29 - 2016,Baldwin Bikes,2,4,10149.96
4/7/2020,9,Trek Conduit+ - 2016,Baldwin Bikes,1,1,2399.99
4/7/2020,10,Surly Straggler - 2016,Baldwin Bikes,1,2,2943.1
4/7/2020,11,Surly Straggler 650b - 2016,Baldwin Bikes,1,2,3025.78
4/7/2020,12,Electra Townie Original 21D - 2016,Baldwin Bikes,1,2,989.98
4/7/2020,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,1,242.99
4/7/2020,25,Electra Townie Original 7D - 2015/2016,Baldwin Bikes,1,2,929.98
4/8/2020,7,Trek Slash 8 27.5 - 2016,Baldwin Bikes,1,2,7599.98
4/8/2020,10,Surly Straggler - 2016,Baldwin Bikes,2,3,4027.4
4/8/2020,11,Surly Straggler 650b - 2016,Baldwin Bikes,1,1,1344.79
4/8/2020,12,Electra Townie Original 21D - 2016,Baldwin Bikes,1,1,522.49
4/8/2020,13,Electra Cruiser 1 (24-Inch) - 2016,Baldwin Bikes,1,2,512.98
4/10/2020,5,Heller Shagamaw Frame - 2016,Baldwin Bikes,1,1,1254.94
4/10/2020,7,Trek Slash 8 27.5 - 2016,Baldwin Bikes,1,1,3199.99
4/10/2020,10,Surly Straggler - 2016,Baldwin Bikes,1,1,1239.2
4/10/2020,11,Surly Straggler 650b - 2016,Baldwin Bikes,1,1,1344.79
4/10/2020,12,Electra Townie Original 21D - 2016,Baldwin Bikes,1,2,989.98
4/10/2020,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,2,512.98
4/10/2020,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Baldwin Bikes,1,2,853.1
4/10/2020,20,Electra Townie Original 7D EQ - Women's - 2016,Baldwin Bikes,1,2,1079.98
4/10/2020,24,Electra Townie Original 21D - 2016,Baldwin Bikes,1,1,522.49
4/11/2020,16,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,1,479.99
4/11/2020,23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Baldwin Bikes,1,1,278.99
4/15/2020,2,Ritchey Timberwolf Frameset - 2016,Baldwin Bikes,1,2,1394.98
4/15/2020,11,Surly Straggler 650b - 2016,Baldwin Bikes,1,2,2689.58
4/15/2020,16,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,2,1139.98
4/16/2020,3,Surly Wednesday Frameset - 2016,Baldwin Bikes,1,1,899.99
4/16/2020,10,Surly Straggler - 2016,Baldwin Bikes,1,2,2478.4
4/16/2020,12,Electra Townie Original 21D - 2016,Baldwin Bikes,1,1,522.49
4/16/2020,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Baldwin Bikes,1,1,417.57
4/17/2020,12,Electra Townie Original 21D - 2016,Baldwin Bikes,1,2,879.98
4/17/2020,13,Electra Cruiser 1 (24-Inch) - 2016,Baldwin Bikes,1,2,512.98
4/17/2020,16,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,1,557.99
4/17/2020,18,Pure Cycles Western 3-Speed - Women's - 2015/2016,Baldwin Bikes,1,1,359.2
4/17/2020,20,Electra Townie Original 7D EQ - Women's - 2016,Baldwin Bikes,1,2,1079.98
4/17/2020,26,Electra Townie Original 7D EQ - 2016,Baldwin Bikes,1,1,539.99
4/18/2020,24,Electra Townie Original 21D - 2016,Baldwin Bikes,1,2,1022.98
4/18/2020,25,Electra Townie Original 7D - 2015/2016,Baldwin Bikes,1,2,949.98
4/19/2020,4,Trek Fuel EX 8 29 - 2016,Baldwin Bikes,1,1,2319.99
4/19/2020,5,Heller Shagamaw Frame - 2016,Baldwin Bikes,1,1,1188.89
4/19/2020,11,Surly Straggler 650b - 2016,Baldwin Bikes,1,2,2689.58
4/19/2020,12,Electra Townie Original 21D - 2016,Baldwin Bikes,1,2,1044.98
4/19/2020,14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Baldwin Bikes,1,1,242.99
4/19/2020,17,Pure Cycles Vine 8-Speed - 2016,Baldwin Bikes,1,1,398.97
4/19/2020,19,Pure Cycles William 3-Speed - 2016,Baldwin Bikes,1,1,417.57
4/21/2020,4,Trek Fuel EX 8 29 - 2016,Baldwin Bikes,1,1,2609.99
4/21/2020,6,Surly Ice Cream Truck Frameset - 2016,Baldwin Bikes,1,1,422.99
4/22/2020,5,Heller Shagamaw Frame - 2016,Baldwin Bikes,1,1,1254.94
4/22/2020,7,Trek Slash 8 27.5 - 2016,Baldwin Bikes,1,2,7439.98
4/23/2020,3,Surly Wednesday Frameset - 2016,Baldwin Bikes,1,2,1599.98
4/23/2020,15,Electra Moto 1 - 2016,Baldwin Bikes,1,1,423.99
4/23/2020,24,Electra Townie Original 21D - 2016,Baldwin Bikes,1,1,522.49
4/27/2020,2,Ritchey Timberwolf Frameset - 2016,Baldwin Bikes,1,1,712.49
4/27/2020,8,Trek Remedy 29 Carbon Frameset - 2016,Baldwin Bikes,1,2,3239.98
4/27/2020,10,Surly Straggler - 2016,Baldwin Bikes,1,2,2478.4
4/27/2020,24,Electra Townie Original 21D - 2016,Baldwin Bikes,1,2,1022.98
4/27/2020,25,Electra Townie Original 7D - 2015/2016,Baldwin Bikes,1,1,464.99
4/28/2020,3,Surly Wednesday Frameset - 2016,Baldwin Bikes,1,2,1859.98
4/28/2020,4,Trek Fuel EX 8 29 - 2016,Baldwin Bikes,1,2,4639.98
